,pos,val_A,val_C,val_G,val_T
52,52,-0.023569557638888808,0.06104473091666672,-0.0059476239722222445,-0.03152754930555567
53,53,0.004655217666666633,-0.023023828111111047,0.01590342255555553,0.002465187888888898
54,54,0.018875721166666706,0.011791326944444475,-0.015515183277777782,-0.01515186483333341
55,55,0.023492898194444424,-0.01848579813888892,0.008869448527777806,-0.013876548583333304
56,56,0.0029766731388889004,0.018314431027777786,-0.006810577972222242,-0.014480526194444454
57,57,0.0025998434166666765,0.01142935597222227,-0.015624568027777858,0.0015953686388889001
58,58,-0.014811910500000006,0.0029550653888888814,0.012939899611111123,-0.0010830544999999915
59,59,0.006562549361111126,-0.01235132086111113,0.0031727523611111245,0.0026160191388888846
60,60,0.012513912166666634,-0.011161668944444453,0.019066569500000047,-0.020418812722222214
61,61,0.01343762802777781,-0.014721984305555566,-0.007573552527777799,0.008857908805555552
62,62,0.006186528166666684,0.014325084055555598,-0.015988730944444522,-0.004522881277777776
63,63,0.0012129718055555296,-0.01114272530555557,-0.012471805861111107,0.02240155936111114
64,64,-0.03471244958333335,-0.005451209583333269,-0.02838332269444434,0.06854698186111094
65,65,-0.0184685404444444,0.0056842638888888915,-0.03035632377777775,0.04314060033333324
66,66,-0.0052508018888888786,-0.0008768434444444357,0.009294875444444434,-0.0031672301111111143
67,67,-0.000696305250000025,0.00819457474999995,-0.01574389036111102,0.008245620861111084
68,68,0.002713705305555543,0.010888159305555587,-0.009608041361111142,-0.003993823249999995
69,69,0.028511116500000058,0.010709296055555569,-0.03017761794444445,-0.0090427946111112
70,70,-0.0002502088055555559,0.010105012638888909,-0.011967755694444452,0.0021129518611110883
71,71,0.001361697333333362,-0.019493164222222213,-0.020840845444444405,0.03897231233333325
72,72,-0.011168235555555508,-0.013351781333333326,0.018129565999999986,0.00639045088888886
73,73,-0.00996702975000001,-0.006535333083333375,-0.013682195527777762,0.030184558361111134
74,74,-0.012922851250000028,-0.018724763805555492,0.005666263527777772,0.02598135152777776
75,75,0.010522821027777778,0.005650313694444437,-0.016545410638888883,0.00037227591666665234
76,76,0.028301401944444443,-0.007716875277777778,0.011107950833333324,-0.031692477499999976
77,77,-0.0441773587777777,0.01923377444444431,0.004764177555555547,0.02017940677777784
78,78,-0.005002147138888841,0.009686029972222244,0.021799892527777726,-0.026483775361111114
79,79,-0.04384957080555556,-0.02871098469444448,-0.00014633725000011595,0.07270689275000015
80,80,-0.011279467722222209,-0.014288091722222212,-0.0035521519444444436,0.029119711388888865
81,81,-0.01874633958333321,-0.03219371069444452,0.05987095330555547,-0.00893090302777768
82,82,-0.008907292388889033,0.08573787461111136,-0.016103952388889155,-0.06072662983333321
83,83,-0.05896326066666688,0.025361409222222315,0.005050266444444569,0.028551584999999994
84,84,0.03263289986111109,0.026351289861111214,0.00569939241666662,-0.06468358213888892
85,85,0.022306651666666726,0.002350564777777897,-0.09612611233333349,0.0714688958888888
86,86,0.021299916583333238,0.01917697602777784,-0.05008994697222219,0.009613054361111066
87,87,0.0012838632777777814,-0.01076184961111113,0.017091299166666706,-0.007613312833333346
88,88,-0.013363941638888852,0.028710207916666605,-0.00039515108333328846,-0.014951115194444472
89,89,0.02904680127777784,-0.009942140944444473,-0.02773601683333333,0.00863135649999995
90,90,-0.00866541769444446,-0.004634268027777795,0.001245200416666661,0.012054485305555597
91,91,-0.01388811419444445,0.020403758250000004,9.311691666666561e-05,-0.006608760972222224
92,92,0.003706186694444457,0.014735254805555549,-0.04988123352777776,0.03143979202777772
93,93,-0.0203370921111111,0.03906922833333322,0.0006069374444445056,-0.01933907366666664
94,94,0.004633734138888882,0.02292034769444438,-0.019179261861111095,-0.008374819972222187
95,95,0.001873948611111108,-0.008898786055555564,0.011842091500000035,-0.004817254055555569
96,96,0.0022663015555555517,-0.009932943888888922,-0.01016232199999999,0.017828964333333353
97,97,0.004186462777777768,0.02333440866666669,-0.010948449111111121,-0.01657242233333335
98,98,0.02164609177777777,-0.02610348744444448,-0.01915210200000004,0.023609497666666743
99,99,0.020967206722222027,0.01140606827777757,0.04966728538888883,-0.08204056038888838
100,100,-0.009164109305555506,-0.0037857160833333313,-0.009241860750000034,0.022191686138888868
101,101,0.01895105177777782,-0.035217589333333424,0.02291513411111113,-0.006648596555555504
102,102,-0.014211252750000052,-0.012880053638888857,-0.0034377905277777785,0.030529096916666686
103,103,0.05440925491666686,-0.04901996619444444,-0.0384392638611113,0.03304997513888887
104,104,0.06913799305555543,-0.03339691638888878,-0.01669203083333335,-0.019049045833333292
105,105,-0.028899075861111033,-0.0005532251944443539,-0.03638036719444443,0.06583266824999978
106,106,0.02979994402777769,-0.01702562030555544,0.01198738825000004,-0.024761711972222277
107,107,0.06559162872222214,0.01883244716666667,-0.008588335722222168,-0.07583574016666665
108,108,-0.019758582305555526,-0.012672231194444493,-9.690686111110507e-05,0.03252772036111112
109,109,0.04600499580555553,-0.01623065608333335,0.01743946647222232,-0.04721380619444448
110,110,0.03672577186111117,-0.05747739580555552,0.028868357638888877,-0.008116733694444498
111,111,0.022144636611111157,0.011221668277777768,-0.022438325500000085,-0.01092797938888886
112,112,-0.020915957166666704,0.005508950833333364,0.0031231600555555713,0.012283846277777767
113,113,0.004133119611111095,0.009078193499999969,-0.013877628944444411,0.0006663158333333362
114,114,0.03360475063888887,-0.056801499361111084,-0.013650676027777775,0.03684742474999998
115,115,0.029210236166666632,-0.011069738833333327,-0.014374033722222172,-0.0037664636111111403
116,116,-0.017423396111111156,0.01511301,0.002833106000000022,-0.0005227198888888679
117,117,0.006223069277777758,-0.0038681477222222245,0.008052201388888916,-0.010407122944444442
118,118,0.019236478805555554,0.02875867502777776,-0.018271632305555535,-0.029723521527777796
119,119,-0.00285232291666664,-0.01718562736111113,0.012357774527777735,0.007680175750000044
120,120,0.012909372527777813,-0.015298604805555607,-0.01327564002777777,0.015664872305555556
121,121,0.001450955916666654,-0.01495894119444441,0.0020425009166666554,0.011465484361111104
122,122,-0.01921888638888888,-0.02758340594444438,0.028413147277777738,0.018389145055555545
123,123,-0.014948416249999966,0.029222929638888877,-0.003962084472222202,-0.01031242891666672
124,124,-0.0044683103055555605,-0.020946278083333294,0.022757322138888855,0.002657266250000019
125,125,0.005931546555555571,0.008671854555555594,-0.020027102222222308,0.005423701111111126
126,126,0.012085685277777753,-0.01746516716666665,0.005615068944444459,-0.00023558705555555733
127,127,0.023301194500000042,-0.007975644388888897,-0.010874781833333355,-0.004450768277777793
128,128,-0.0060049243333333375,0.0005517846666666722,0.0006598627777777864,0.00479327688888888
129,129,0.003738072305555562,-0.005294903694444459,-0.006482740361111121,0.00803957175000002
130,130,-0.0065373656111110765,0.04265879572222212,-0.028400614499999963,-0.007720815611111072
131,131,0.019970992055555616,0.00456157616666668,0.007288712833333354,-0.03182128105555565
132,132,0.020352070583333375,-0.0113464875277778,-0.01060712330555556,0.0016015402499999858
133,133,-0.014915533416666626,0.0023099770277777774,-0.004990946194444461,0.017596502583333312
134,134,-0.027428011861111167,0.011426519472222195,0.04279663747222225,-0.02679514508333329
135,135,0.011746404388888864,-0.0014910698333333386,-0.001991914055555549,-0.008263420499999976
136,136,-0.020400389277777754,0.026935098166666654,-0.009926901055555562,0.0033921921666666697
137,137,0.005578979694444453,0.009172734916666706,0.010678506583333332,-0.025430221194444495
138,138,0.0024914369166666632,0.01701180424999999,-0.007561856194444424,-0.011941384972222226
139,139,-0.0031553130000000094,-0.00945557511111111,-0.0023994215555555526,0.015010309666666673
140,140,0.025916398194444433,-0.010696563472222212,-0.008416608138888887,-0.006803226583333339
141,141,0.024876191472222274,-0.025730327972222234,0.0006006294722221998,0.0002535070277777515
142,142,-0.01296764727777776,0.0043581059444444325,-0.026258902611111176,0.03486844394444451
143,143,0.02248064563888883,-0.029629927805555546,0.005901862194444459,0.001247419972222245
144,144,-0.003852137444444455,-0.007309247333333324,0.012560186555555559,-0.001398801777777783
145,145,-0.008630972972222272,-0.007500653750000012,-0.015954428527777738,0.03208605525000003
146,146,0.005267195000000008,-0.020887014777777747,0.008121827333333309,0.007497992444444423
147,147,0.024190983972222302,-0.019894434805555652,0.002313727972222214,-0.006610277138888872
148,148,-0.01020282547222223,-0.018184057138888904,0.005652466749999996,0.022734415861111135
149,149,0.006523995527777774,-0.0023959091388888786,0.004164165638888878,-0.008292252027777777
150,150,-0.007066564027777768,0.017430576416666687,0.007343927194444422,-0.017707939583333342
151,151,0.004424641027777779,-0.010523610416666674,0.013107630249999985,-0.007008660861111094
152,152,-0.015417792777777828,-0.0236639148888889,0.00990777433333328,0.029173933333333447
153,153,0.0397284927222222,-0.021645614833333344,-0.02440013183333334,0.006317253944444481
154,154,-0.000602461361111071,-0.0013964452499999596,-0.023033668916666694,0.025032575527777733
155,155,-0.02416023338888891,0.008302745611111096,0.0032273449444444385,0.012630142833333378
156,156,0.015523968500000047,-0.0017331277222222383,-0.0018544849444444588,-0.011936355833333353
157,157,-0.025799018388888886,-0.009666839499999975,0.004474018722222252,0.03099183916666661
158,158,-0.019507572027777854,-0.005691751027777784,0.03280671208333338,-0.007607389027777743
159,159,0.012686955999999989,0.002706954333333331,-0.0017989969999999914,-0.01359491333333333
