,Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glucose.1,LB.1,Glycerol + AA.1,Acetate.1,Fumarate.1,Glucosamine.1,Glycerol.1,Pyruvate.1,Chemostat µ=0.5.1,Chemostat µ=0.35.1,Chemostat µ=0.20.1,Chemostat µ=0.12.1,Stationary phase 1 day.1,Stationary phase 3 days.1,Osmotic-stress glucose.1,42°C glucose.1,pH6 glucose.1,Xylose.1,Mannose.1,Galactose .1,Succinate.1,Fructose.1,Glucose.2,LB.2,Glycerol + AA.2,Acetate.2,Fumarate.2,Glucosamine.2,Glycerol.2,Pyruvate.2,Chemostat µ=0.5.2,Chemostat µ=0.35.2,Chemostat µ=0.20.2,Chemostat µ=0.12.2,Stationary phase 1 day.2,Stationary phase 3 days.2,Osmotic-stress glucose.2,42°C glucose.2,pH6 glucose.2,Xylose.2,Mannose.2,Galactose .2,Succinate.2,Fructose.2,Gene.1,Bnumber,Annotated functional COG groups (letter),Annotated functional COG group (description),Annotated functional COG class
10,P00968,Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) GN=carB PE=1 SV=2,carB,55,3752.55,117749.3328,2,4444.757141119931,411.2246995278599,674.5241655543023,1514.3920736272366,2501.1285337689205,2228.0394989122133,2852.475115403651,1847.4546632139845,3000.0735983074346,1872.5555294090582,1409.1656468133635,1117.0313923707265,1212.2341279817108,1147.444865192625,2248.8276179683967,3594.6089090366468,2908.246801768496,2687.0832751383123,2546.927793286408,1674.5167239507289,2606.8290801096396,3695.2611871003837,0.8690669163988934,0.08040524380049488,0.1318872140778224,0.29610347829139955,0.48903640701776435,0.43564031857243063,0.5577339039999395,0.3612259739666194,0.5865932891878611,0.36613385345035593,0.27552894443694365,0.21840901468101062,0.23702365328628885,0.2243556484796908,0.4397049425670137,0.7028405784729413,0.5686387354569962,0.5253954494897523,0.4979913667553816,0.32741205864299666,0.50970364370887,0.7225207459484888,4.188573643,2.212088595,27.17737718,10.74169847,5.571228763,3.077825549,0.496761387,12.49827289,6.924885714,3.240172627,9.916656197,1.312694914,6.422052618,5.165413562,20.39329725,9.348897722,2.924337851,6.824658115,6.676588405,15.91405695,4.006275191,2.942898342,carB,b0033,EF,Amino acid transport and metabolism,METABOLISM
11,P09373,Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2,pflB,54,3972.86,85284.7241,2,4615.031304956793,6983.824778416952,6457.484527861575,5645.299206008772,5439.905820607524,6177.7752173775325,5862.828258399071,6557.032921457768,6683.731002083763,6004.114823205581,5454.342720472212,4877.02323099588,3557.3486870905326,3629.2211033038166,4736.501122346439,5698.676946786277,8208.590887639735,5999.3672513744295,7028.332878009584,5774.419315718388,6640.061388566134,7623.714656204264,0.6535707783690559,0.9890342003792322,0.9144950294589904,0.7994750961352166,0.7703877279467563,0.8748832002664604,0.8302810913049378,0.9285928582252162,0.9465355671042781,0.8502897898449676,0.7724322505638977,0.6906735097944883,0.5037840475436743,0.513962464092513,0.6707730718864217,0.807034336643524,1.1624829348363583,0.8496174489631807,0.9953373414355542,0.8177608075485657,0.9403511706372081,1.0796540245712698,11.02677803,2.712023472,13.0216304,14.64416586,7.441909997,4.781354503,6.195502057,14.16446265,9.306252087,4.56410518,8.594070659,3.280444811,4.695297997,11.52547963,17.16486256,10.02597546,8.296689903,2.446303542,10.73726149,10.76211729,11.16436924,2.199360839,pflB,b0903,C,Energy production and conversion,METABOLISM
12,P0A6Y8,Chaperone protein dnaK OS=Escherichia coli (strain K12) GN=dnaK PE=1 SV=2,dnaK,53,4447.08,69054.47444,2,18605.29615636357,59770.32991476707,38605.66271840324,14174.328114966569,16848.519938034122,17438.373427872855,17699.20889656418,13238.698472210654,15492.178720132342,13263.550779598025,10500.515437316308,9605.962197511959,34071.65433587266,33716.1378077118,20710.34453654663,44984.89235641655,34136.593949120805,18456.847753028618,18096.792957395992,11030.33496564284,19666.208371562476,18740.3790901528,2.1334139863202517,6.8536860007748865,4.426796547736411,1.625328056754375,1.9319696812406497,1.9996064269568072,2.0295156545422084,1.518042187768701,1.7764420669433312,1.5208919279570297,1.204062881303837,1.1014871213015462,3.9068952886491934,3.866129265514056,2.3747936245920824,5.158283841317137,3.9143417209986415,2.1163918493297915,2.0751054365584696,1.2648157111678655,2.25506563535295,2.148903544660904,7.899439333,3.036022403,2.53913948,2.205984598,3.895457296,3.347895387,3.407588034,8.320891111,3.009192815,1.062544344,4.592080671,4.560798201,4.636181471,6.579817767,11.05066817,8.027259659,8.884134499,6.015476954,0.944914523,5.304250671,3.593759771,0.320608601,dnaK,b0014,O,"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING
13,P0A705,Translation initiation factor IF-2 OS=Escherichia coli (strain K12) GN=infB PE=1 SV=1,infB,52,3380.67,79678.11829,2,3047.251983890236,6787.52809220799,4374.797119536286,1911.671446758982,2531.665848349775,2676.7174436300606,2826.610516550705,2658.536607814584,3821.8514936004085,2910.2874197079323,2327.047435152773,2029.3782894212345,1199.5411914830927,1411.0948196993575,2279.925575281933,4009.4942370332196,2724.6508468208426,3061.8632393361654,2784.550261436417,1831.5572405796004,2546.1033850635226,3534.291071472253,0.40317552832399695,0.8980436271949934,0.5788202450286355,0.25292924562969604,0.3349594064896364,0.3541508792889119,0.37398291785558696,0.3517454109771253,0.5056611672596436,0.38505403367314456,0.3078867727587691,0.26850279147644235,0.15870878292289373,0.1866990004289834,0.30165217816354917,0.530487785675068,0.36049284748123017,0.40510871293263206,0.36841801358551196,0.24232950278814927,0.3368696067366246,0.46761465002722863,18.72800194,4.666008845,13.64200692,12.06588012,2.269167839,1.887525076,4.755462524,19.57906437,8.032649408,4.288897567,8.595137224,3.123696617,9.040047985,11.09373086,16.57974281,11.63169911,4.130844176,1.515175168,9.702474932,15.59532132,11.79804938,6.832950818,infB,b3168,J,"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING
14,P05793,Ketol-acid reductoisomerase OS=Escherichia coli (strain K12) GN=ilvC PE=1 SV=4,ilvC,52,2706.42,54016.26705,2,33337.861029277265,3422.0974448196675,2074.205337221221,15604.002791800878,19954.158559522857,20987.557775833324,29064.735873590962,14079.123998830402,26857.140257798208,17839.502203791973,11582.592804553777,6797.848240223829,18865.06274744448,17213.1655601694,41664.78306529898,34022.60753296426,19773.629721360976,29345.045552031384,23853.24664284576,13576.44027821804,24773.986105656375,35789.734520578655,2.9902605120334034,0.3069471928204418,0.18604715846330375,1.3996108909628115,1.789800861518802,1.88249225725609,2.606979850901487,1.2628359240190004,2.4089681671091197,1.600125423388283,1.0389079809290407,0.6097372936339748,1.6921137244280657,1.5439457623410628,3.7371490460407197,3.051679282389726,1.7736082132992697,2.632122404643764,2.1395320310818793,1.2177473900404974,2.2221183390365358,3.2101828542347013,10.20478894,3.328832923,6.433296877,6.001283373,0.760815218,4.054938422,1.312751881,7.68038141,13.82672487,2.39503045,5.696249485,1.805470966,5.924912921,6.060775454,23.8743496,6.506763718,3.534738328,7.257159369,2.634083141,10.74757169,2.561434474,3.515784119,ilvC,b3774,EH,Amino acid transport and metabolism,METABOLISM
15,P00864,Phosphoenolpyruvate carboxylase OS=Escherichia coli (strain K12) GN=ppc PE=1 SV=1,ppc,50,3589.35,98982.23464,2,3632.6712336487444,1283.1647953746271,1487.747747664314,1349.0020503807636,1452.1985880799473,3286.982659485784,2185.4763262556817,1535.6105148154827,4287.592642602382,2871.088732110079,2128.8936911140113,1672.6086289353243,1315.50235632597,1627.730391687067,3019.408542864575,3669.01678575042,5644.3592786607915,3575.316184045638,2646.8973426927496,1663.0962231793992,1479.2133804977707,5125.9130049128935,0.5970766333112392,0.21090477687854234,0.24453063854599302,0.2217259836537103,0.23868767309261837,0.5402582325367581,0.359211380037683,0.2523975051115301,0.7047214612602641,0.4719006713922404,0.3499112900704626,0.27491492204455203,0.21621987444186666,0.26753860167817023,0.49627895601055527,0.6030504962041137,0.9277236552774455,0.5876495870089993,0.4350519087597308,0.2733514347818378,0.24312790461068903,0.8425102858938279,6.598109186,6.562438776,15.27926493,20.43370106,4.023936635,4.410314842,11.4987968,30.47725298,12.87639177,1.908235774,8.282644187,3.040778876,14.16687129,9.073158587,20.84347628,23.19169037,6.571125003,7.02622857,12.99307245,20.25944457,14.26540803,19.39982108,ppc,b3956,C,Energy production and conversion,METABOLISM
16,P00957,Alanyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=alaS PE=1 SV=2,alaS,49,3631.87,95954.64438,2,1948.2932556683472,3255.6796775613766,2475.4711781799333,1133.1975395856898,1510.4912207810266,1666.41299856472,1709.9079602933698,1846.2038139239137,1725.7260513859349,1439.8409035827667,1193.223613224081,1037.837310698718,1085.3094103840745,1144.4880233846714,1714.3805957614622,2973.784999402552,2250.5010807616463,2389.1155162603072,1778.3457391390014,1265.2760922217878,1821.131082331351,2612.9014570584586,0.3104324079095531,0.5187455629418957,0.39443060038180877,0.18055867094304082,0.24067497304580054,0.26551885770336253,0.2724491520325531,0.29416592896411586,0.2749695365240105,0.22941786479291287,0.19012295933890122,0.16536439493450755,0.17292838878962774,0.18235764656541412,0.2731618019347288,0.47382971494871823,0.35858486265930756,0.3806710721442917,0.2833537242355415,0.20160348183521185,0.2901709510938675,0.4163281316019263,6.353221015,2.418578438,9.860585299,8.315724699,2.937853261,9.89048215,2.233571436,8.860953214,9.837032054,4.941307149,6.795479847,2.611087298,3.846223808,3.348753649,14.37322592,17.73573555,5.884240203,2.605579513,7.166746667,13.96824721,2.533407376,6.961467266,alaS,b2697,J,"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING
17,P0A6M8,Elongation factor G OS=Escherichia coli (strain K12) GN=fusA PE=1 SV=2,fusA,49,4276.28,77514.47523,2,39026.81589808246,86622.50259162905,60762.45611356026,21359.54190048143,28955.86615954881,31263.47931504741,31224.66876753739,28633.060092934866,24574.11910430975,19959.47468492836,15429.838614819835,12885.895873137371,13324.237010329536,12393.620795369417,29538.949269777302,35282.596009458975,29859.57640425544,34977.85846546317,27365.165111987004,20501.121811554443,32672.268975971572,38114.96973945162,5.0233409619063,11.149625084139767,7.821046316932003,2.7492958184557965,3.7270575428595176,4.024082227592242,4.01908672364003,3.6855075239851023,3.16306048184445,2.569086010623244,1.9860533985616895,1.6586095247798773,1.7150306531521302,1.5952462832298824,3.8021091504376407,4.541403281260651,3.8433787078191286,4.502178954290639,3.5223102800740578,2.6388041809496467,4.205414745953755,4.905972581878344,9.993773793,0.832129096,3.181633498,4.888197303,2.56950726,1.413227729,1.153202632,7.924252728,4.173996738,3.76053449,4.825995091,2.533839635,4.562371214,0.978953156,10.11118815,6.653936866,2.534062276,3.106483701,2.531225373,2.005381588,3.336450802,2.66997401,fusA,b3340,J,"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING
18,P00961,Glycyl-tRNA synthetase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4,glyS,47,3352.04,76746.96578,2,2913.6331607079255,6498.479280161714,4133.988713403936,1959.040054761849,2514.0063976089154,2532.6975948353947,2682.832577850986,2692.867623032251,2679.691046482463,2169.7732096510804,1695.7880180875636,1621.0399929883026,1269.3350311881645,1532.7804091412836,2680.0952818097862,3641.9670868691624,2722.002572734489,3303.8811579321214,2793.285500690675,1981.0950465489982,2447.6630080219397,3272.488557667242,0.3713152720647131,0.8281703525552493,0.5268381636132511,0.24966131657522214,0.32038658197924064,0.32276860009907804,0.3419018982838503,0.34318077085501425,0.34150153951853496,0.2765172845110546,0.21611230878058543,0.20658637269146965,0.16176486758970954,0.19533851492048263,0.34155305552699045,0.46413461308319987,0.3468937474648253,0.42104872623325507,0.3559780893595302,0.2524720188236275,0.31193173801110097,0.4170480331929066,5.132885597,0.957864535,4.093047508,8.437247163,3.643331567,2.355194962,1.841822726,4.400300073,3.907203033,4.37849415,12.55407993,4.958536697,9.203594691,4.692596725,12.44179592,4.171791717,2.31965302,3.116429326,9.363768725,6.757235504,4.830100671,2.239415489,glyS,b3559,J,"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING
19,P76558,NADP-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeB PE=1 SV=1,maeB,46,2485.6,82346.78295,2,468.82157081091276,2473.250678100664,1691.0363244622934,1503.5234806304384,1339.7284423366154,1312.2966273985562,1133.6763890682732,1257.086797295597,2829.1303527707564,3029.875327057699,2859.9804550940235,2793.6454394570737,523.3727470908321,576.1816579021163,546.3965663595424,779.210357800675,542.5639700580182,968.812318015081,1595.4652091148478,986.4331277636404,1454.887977695019,1245.4205302552527,0.06410633505469246,0.3381905750845112,0.23123112918658398,0.20559075352521883,0.183193534073482,0.17944252680533132,0.15501811982647992,0.17189317309114305,0.38685331392584626,0.41430304188935485,0.3910717354301856,0.38200113159486054,0.07156562490387595,0.07878667858638018,0.07471388591440423,0.10654868159938796,0.07418981936556794,0.13247472157981682,0.21816280144002417,0.13488417883179923,0.1989403687288482,0.17029793586169512,31.12592742,5.631596326,17.86155496,9.511285181,5.566793008,8.510620719,8.193406543,32.45382679,12.71778483,3.01079126,7.855853024,1.003106296,14.81527972,9.25650578,23.69433278,24.38605275,5.720148035,8.995160658,14.45355274,17.12830475,11.31013373,6.21263177,maeB,b2463,C,Energy production and conversion,METABOLISM
